                                             column_name  column_type
                      increase_in_operating_payables_mrq       DOUBLE
                            others_in_cashflow_sheet_mrq       DOUBLE
                     spec_diff_of_net_cffoa_indirect_mrq       DOUBLE
                   totbal_diff_of_net_cffoa_indirect_mrq       DOUBLE
                                  net_cffoa_indirect_mrq       DOUBLE
                            debt_transfer_to_capital_mrq       DOUBLE
                           conv_corp_bonds_within_1y_mrq       DOUBLE
                              fin_lease_fixed_assets_mrq       DOUBLE
                                 cash_balance_ending_mrq       DOUBLE
                              cash_balance_beginning_mrq       DOUBLE
                                  cce_balance_ending_mrq       DOUBLE
                               cce_balance_beginning_mrq       DOUBLE
                 spec_diff_of_netinc_in_cce_indirect_mrq       DOUBLE
               totbal_diff_of_netinc_in_cce_indirect_mrq       DOUBLE
                              netinc_in_cce_indirect_mrq       DOUBLE
            credit_impairment_loss_in_cashflow_sheet_mrq       DOUBLE
