                           column_name  column_type
    active_sell_amount_proportion_main       DOUBLE
  passive_sell_volume_proportion_large       DOUBLE
  passive_sell_amount_proportion_large       DOUBLE
    passive_sell_volume_proportion_big       DOUBLE
    passive_sell_amount_proportion_big       DOUBLE
    passive_sell_volume_proportion_mid       DOUBLE
    passive_sell_amount_proportion_mid       DOUBLE
  passive_sell_volume_proportion_small       DOUBLE
  passive_sell_amount_proportion_small       DOUBLE
    passive_sell_volume_proportion_all       DOUBLE
    passive_sell_amount_proportion_all       DOUBLE
   passive_sell_volume_proportion_main       DOUBLE
   passive_sell_amount_proportion_main       DOUBLE
net_active_buy_volume_proportion_large       DOUBLE
net_active_buy_amount_proportion_large       DOUBLE
  net_active_buy_volume_proportion_big       DOUBLE
  net_active_buy_amount_proportion_big       DOUBLE
  net_active_buy_volume_proportion_mid       DOUBLE
  net_active_buy_amount_proportion_mid       DOUBLE
net_active_buy_volume_proportion_small       DOUBLE
net_active_buy_amount_proportion_small       DOUBLE
  net_active_buy_volume_proportion_all       DOUBLE
  net_active_buy_amount_proportion_all       DOUBLE
 net_active_buy_volume_proportion_main       DOUBLE
 net_active_buy_amount_proportion_main       DOUBLE
        inflow_volume_proportion_large       DOUBLE
        inflow_amount_proportion_large       DOUBLE
          inflow_volume_proportion_big       DOUBLE
          inflow_amount_proportion_big       DOUBLE
          inflow_volume_proportion_mid       DOUBLE
          inflow_amount_proportion_mid       DOUBLE
        inflow_volume_proportion_small       DOUBLE
        inflow_amount_proportion_small       DOUBLE
          inflow_volume_proportion_all       DOUBLE
          inflow_amount_proportion_all       DOUBLE
         inflow_volume_proportion_main       DOUBLE
         inflow_amount_proportion_main       DOUBLE
       outflow_volume_proportion_large       DOUBLE
       outflow_amount_proportion_large       DOUBLE
         outflow_volume_proportion_big       DOUBLE
         outflow_amount_proportion_big       DOUBLE
         outflow_volume_proportion_mid       DOUBLE
         outflow_amount_proportion_mid       DOUBLE
       outflow_volume_proportion_small       DOUBLE
       outflow_amount_proportion_small       DOUBLE
         outflow_volume_proportion_all       DOUBLE
         outflow_amount_proportion_all       DOUBLE
        outflow_volume_proportion_main       DOUBLE
        outflow_amount_proportion_main       DOUBLE
       netflow_volume_proportion_large       DOUBLE
       netflow_amount_proportion_large       DOUBLE
         netflow_volume_proportion_big       DOUBLE
         netflow_amount_proportion_big       DOUBLE
         netflow_volume_proportion_mid       DOUBLE
         netflow_amount_proportion_mid       DOUBLE
       netflow_volume_proportion_small       DOUBLE
       netflow_amount_proportion_small       DOUBLE
         netflow_volume_proportion_all       DOUBLE
         netflow_amount_proportion_all       DOUBLE
        netflow_volume_proportion_main       DOUBLE
        netflow_amount_proportion_main       DOUBLE
