                              column_name  column_type
                           hf_trend_str_9       DOUBLE
              hf_value_diff_exlarge_order       DOUBLE
          hf_value_diff_exlarge_order_act       DOUBLE
                hf_value_diff_large_order       DOUBLE
            hf_value_diff_large_order_act       DOUBLE
                  hf_value_diff_med_order       DOUBLE
              hf_value_diff_med_order_act       DOUBLE
                hf_value_diff_small_order       DOUBLE
            hf_value_diff_small_order_act       DOUBLE
             hf_value_exlarge_order_ratio       DOUBLE
               hf_value_large_order_ratio       DOUBLE
                 hf_value_med_order_ratio       DOUBLE
               hf_value_small_order_ratio       DOUBLE
               hf_volume_auction_am_ratio       DOUBLE
             hf_volume_diff_exlarge_order       DOUBLE
         hf_volume_diff_exlarge_order_act       DOUBLE
               hf_volume_diff_large_order       DOUBLE
           hf_volume_diff_large_order_act       DOUBLE
                 hf_volume_diff_med_order       DOUBLE
             hf_volume_diff_med_order_act       DOUBLE
               hf_volume_diff_small_order       DOUBLE
           hf_volume_diff_small_order_act       DOUBLE
                       hf_volume_kurtosis       DOUBLE
                    hf_volume_kurtosis_5m       DOUBLE
                   hf_volume_ratio_stage1       DOUBLE
                   hf_volume_ratio_stage2       DOUBLE
                           hf_volume_skew       DOUBLE
                        hf_volume_skew_5m       DOUBLE
                            hf_volume_std       DOUBLE
                         hf_volume_std_5m       DOUBLE
                            hf_volume_var       DOUBLE
                         hf_volume_var_5m       DOUBLE
