feature	year	n_total	%0	%+	%-	%+inf	%-inf	%nan	%finite	mean	std	min	5%	25%	50%	75%	95%	max
fmcap	2026	467200	0.0171233	98.0109	0	0	0	1.97196	98.028	0.5	0.288393	0	0.0499302	0.249957	0.5	0.750044	0.934277	0.935622
pe_ttm4	all	16083360	0.0171171	71.9216	0	0	0	28.0613	71.9387	0.5	0.288541	0	0.0498942	0.249937	0.5	0.750063	0.944245	0.966764
pe_ttm4	2015	1424960	0.0170531	42.4088	0	0	0	57.5742	42.4258	0.5	0.288574	0	0.0498411	0.249901	0.5	0.750099	0.944338	0.954284
pe_ttm4	2016	1424960	0.0171233	48.2301	0	0	0	51.7528	48.2472	0.5	0.288485	0	0.0498455	0.249911	0.5	0.750089	0.937807	0.943725
pe_ttm4	2017	1424960	0.0171233	55.9244	0	0	0	44.0585	55.9415	0.5	0.288635	0	0.0498658	0.249923	0.5	0.750077	0.953331	0.963242
pe_ttm4	2018	1419120	0.0171233	60.6226	0	0	0	39.3602	60.6398	0.5	0.288632	0	0.0498856	0.249929	0.5	0.750071	0.951622	0.965942
pe_ttm4	2019	1424960	0.0171233	63.4421	0	0	0	36.5407	63.4593	0.5	0.288571	0	0.0498801	0.249932	0.5	0.750068	0.946175	0.952433
pe_ttm4	2020	1419120	0.0171233	68.7057	0	0	0	31.2772	68.7228	0.5	0.288437	0	0.0498877	0.249938	0.5	0.750062	0.936379	0.942599
pe_ttm4	2021	1419120	0.0171233	77.4833	0	0	0	22.4996	77.5004	0.5	0.288502	0	0.0499037	0.249944	0.5	0.750056	0.941895	0.948249
pe_ttm4	2022	1413280	0.0171233	84.9282	0	0	0	15.0547	84.9453	0.5	0.288514	0	0.0499082	0.249949	0.5	0.750051	0.943608	0.950686
pe_ttm4	2023	1413280	0.0171233	91.1499	0	0	0	8.833	91.167	0.5	0.288551	0	0.0499139	0.249953	0.5	0.750047	0.946564	0.952237
pe_ttm4	2024	1413280	0.0171233	94.2706	0	0	0	5.71224	94.2878	0.5	0.28864	0	0.049918	0.249955	0.5	0.750045	0.958045	0.966764
pe_ttm4	2025	1419120	0.0171233	96.0989	0	0	0	3.88396	96.116	0.5	0.288484	0	0.0499112	0.249955	0.5	0.750045	0.940621	0.956385
pe_ttm4	2026	467200	0.0171233	97.4899	0	0	0	2.49294	97.5071	0.5	0.288422	0	0.0499121	0.249956	0.5	0.750044	0.936536	0.939431
pb_ttm1	all	16083360	0.0171171	72.563	0	0	0	27.4199	72.5801	0.5	0.288591	0	0.0498937	0.249939	0.5	0.750062	0.948184	0.969099
pb_ttm1	2015	1424960	0.0170531	45.5849	0	0	0	54.398	45.602	0.5	0.288668	0	0.0498375	0.249907	0.5	0.750091	0.952605	0.969099
pb_ttm1	2016	1424960	0.0171233	49.4573	0	0	0	50.5256	49.4744	0.5	0.2886	0	0.0498398	0.249913	0.5	0.750087	0.946898	0.953336
pb_ttm1	2017	1424960	0.0171233	56.1776	0	0	0	43.8052	56.1948	0.5	0.288657	0	0.0498689	0.249924	0.5	0.750075	0.954898	0.958283
pb_ttm1	2018	1419120	0.0171233	60.6626	0	0	0	39.3203	60.6797	0.5	0.28868	0	0.0498718	0.249929	0.5	0.750071	0.958535	0.966871
pb_ttm1	2019	1424960	0.0171233	63.4764	0	0	0	36.5065	63.4935	0.5	0.288663	0	0.0498908	0.249932	0.5	0.750068	0.956475	0.965456
pb_ttm1	2020	1419120	0.0171233	68.8649	0	0	0	31.1179	68.8821	0.5	0.288576	0	0.0498877	0.249937	0.5	0.750063	0.948302	0.955698
pb_ttm1	2021	1419120	0.0171233	77.7532	0	0	0	22.2297	77.7703	0.5	0.288551	0	0.0498982	0.249945	0.5	0.750055	0.94654	0.951392
pb_ttm1	2022	1413280	0.0171233	85.3541	0	0	0	14.6288	85.3712	0.5	0.288557	0	0.0499068	0.24995	0.5	0.75005	0.946834	0.954129
pb_ttm1	2023	1413280	0.0171233	91.6535	0	0	0	8.32942	91.6706	0.5	0.288558	0	0.0499174	0.249954	0.5	0.750046	0.94698	0.955746
pb_ttm1	2024	1413280	0.0171233	94.7898	0	0	0	5.1931	94.8069	0.5	0.288596	0	0.0499187	0.249955	0.5	0.750045	0.951844	0.962041
pb_ttm1	2025	1419120	0.0171233	96.5739	0	0	0	3.40901	96.591	0.5	0.288539	0	0.0499201	0.249956	0.5	0.750044	0.946181	0.952952
pb_ttm1	2026	467200	0.0171233	98.0109	0	0	0	1.97196	98.028	0.5	0.288488	0	0.0499302	0.249957	0.5	0.750044	0.941387	0.943456
ps_ttm4	all	16083360	0.0171109	72.5701	0	0	0	27.4127	72.5872	0.5	0.288088	0	0.0498927	0.249939	0.5	0.750061	0.919405	0.924887
ps_ttm4	2015	1424960	0.0170531	45.6661	0	0	0	54.3169	45.6831	0.5	0.288121	0	0.0498224	0.24991	0.5	0.75009	0.918259	0.922218
ps_ttm4	2016	1424960	0.0171233	49.4758	0	0	0	50.507	49.493	0.5	0.287968	0	0.0498298	0.249913	0.5	0.750087	0.913287	0.917639
ps_ttm4	2017	1424960	0.0171233	56.1776	0	0	0	43.8052	56.1948	0.5	0.28797	0	0.0498689	0.249925	0.5	0.750076	0.913169	0.916241
ps_ttm4	2018	1419120	0.0171233	60.6626	0	0	0	39.3203	60.6797	0.5	0.288122	0	0.0498718	0.249929	0.5	0.750071	0.919767	0.922232
ps_ttm4	2019	1424960	0.0171233	63.4764	0	0	0	36.5065	63.4935	0.5	0.288159	0	0.0498798	0.249932	0.5	0.750068	0.920557	0.922371
ps_ttm4	2020	1419120	0.0170528	68.8649	0	0	0	31.1181	68.8819	0.5	0.288119	0	0.0498876	0.249937	0.5	0.750063	0.918912	0.92138
ps_ttm4	2021	1419120	0.0171233	77.748	0	0	0	22.2349	77.7651	0.5	0.288076	0	0.049897	0.249945	0.5	0.750055	0.918087	0.919885
ps_ttm4	2022	1413280	0.0171233	85.3496	0	0	0	14.6333	85.3667	0.5	0.288101	0	0.0499078	0.24995	0.5	0.75005	0.919934	0.923181
ps_ttm4	2023	1413280	0.0171233	91.6535	0	0	0	8.32942	91.6706	0.5	0.288131	0	0.0499174	0.249954	0.5	0.750046	0.920697	0.923549
ps_ttm4	2024	1413280	0.0171233	94.7898	0	0	0	5.1931	94.8069	0.5	0.288147	0	0.0499187	0.249955	0.5	0.750045	0.921827	0.924887
ps_ttm4	2025	1419120	0.0171233	96.5706	0	0	0	3.41226	96.5877	0.5	0.288037	0	0.0499201	0.249956	0.5	0.750044	0.916207	0.919946
ps_ttm4	2026	467200	0.0171233	97.9938	0	0	0	1.98908	98.0109	0.5	0.288021	0	0.0499387	0.249956	0.5	0.750044	0.91579	0.916972
pcf_ttm4	all	16083360	0.000317098	66.7101	0	0	0	33.2896	66.7104	0.5	0.288426	0	0.0389629	0.249937	0.5	0.750063	0.937122	1
pcf_ttm4	2015	1424960	0.00357905	2.32407	0	0	0	97.6724	2.32764	0.5	0.290661	0	0.0367647	0.248175	0.5	0.751825	0.961538	1
pcf_ttm4	2016	1424960	0	37.9081	0	0	0	62.0919	37.9081	0.5	0.288391	0.0181564	0.0321085	0.249913	0.5	0.750087	0.931151	0.975248
pcf_ttm4	2017	1424960	0	55.7841	0	0	0	44.2159	55.7841	0.5	0.288449	0.0290375	0.0376816	0.249924	0.5	0.750076	0.941176	0.944644
pcf_ttm4	2018	1419120	0	60.4516	0	0	0	39.5484	60.4516	0.5	0.288483	0.0326633	0.0398808	0.249929	0.5	0.750071	0.944092	0.948965
pcf_ttm4	2019	1424960	0	63.1343	0	0	0	36.8657	63.1343	0.5	0.288417	0.0207109	0.0337576	0.249932	0.5	0.750068	0.934903	0.943047
pcf_ttm4	2020	1419120	0	68.0825	0	0	0	31.9175	68.0825	0.5	0.288315	0.0236924	0.0270066	0.249935	0.5	0.750065	0.929964	0.934067
pcf_ttm4	2021	1419120	0	76.7616	0	0	0	23.2384	76.7616	0.5	0.288323	0.0237363	0.0277718	0.249944	0.5	0.750056	0.931235	0.934783
pcf_ttm4	2022	1413280	0	84.0686	0	0	0	15.9314	84.0686	0.5	0.288379	0.0234097	0.0296846	0.249949	0.5	0.750051	0.93539	0.938702
pcf_ttm4	2023	1413280	0	88.4626	0	0	0	11.5374	88.4626	0.5	0.288447	0.0200787	0.0499033	0.249952	0.5	0.750048	0.93972	0.942592
pcf_ttm4	2024	1413280	0	92.6114	0	0	0	7.38863	92.6114	0.5	0.288538	0.0231197	0.0291516	0.249955	0.5	0.750045	0.948763	0.952497
pcf_ttm4	2025	1419120	0	95.189	0	0	0	4.81101	95.189	0.5	0.28843	0.0206921	0.0498201	0.249955	0.5	0.750045	0.937556	0.945656
pcf_ttm4	2026	467200	0	96.3076	0	0	0	3.69242	96.3076	0.5	0.288396	0.0208742	0.0499378	0.249955	0.5	0.750045	0.935458	0.937888
roe_ttm4	all	16083360	0.000447668	71.5664	0	0	0	28.4331	71.5669	0.5	0.288525	0	0.0564626	0.249943	0.5	0.750058	0.958434	1
roe_ttm4	2015	1424960	0.00505277	2.94563	0	0	0	97.0493	2.95068	0.5	0.290183	0	0.047619	0.248588	0.5	0.751412	0.956432	1
roe_ttm4	2016	1424960	0	44.2536	0	0	0	55.7464	44.2536	0.5	0.288662	0.0141243	0.0351622	0.249923	0.5	0.750077	0.958648	0.968678
roe_ttm4	2017	1424960	0	65.367	0	0	0	34.633	65.367	0.5	0.28863	0.0208745	0.0348568	0.249935	0.5	0.750065	0.955606	0.958767
roe_ttm4	2018	1419120	0	70.582	0	0	0	29.418	70.582	0.5	0.288638	0.0185905	0.0486161	0.249939	0.5	0.750061	0.956134	0.960682
roe_ttm4	2019	1424960	0	71.803	0	0	0	28.197	71.803	0.5	0.288591	0.0253911	0.0457979	0.24994	0.5	0.75006	0.959612	0.964759
roe_ttm4	2020	1419120	0	74.7267	0	0	0	25.2733	74.7267	0.5	0.288579	0.0425827	0.0466245	0.249943	0.5	0.750057	0.963994	0.970303
roe_ttm4	2021	1419120	0	79.9772	0	0	0	20.0228	79.9772	0.5	0.288557	0.0462657	0.0498328	0.249947	0.5	0.750053	0.964755	0.973569
roe_ttm4	2022	1413280	0	85.8301	0	0	0	14.1699	85.8301	0.5	0.288516	0.0488722	0.0560101	0.24995	0.5	0.75005	0.968425	0.973962
roe_ttm4	2023	1413280	0	92.0934	0	0	0	7.90657	92.0934	0.5	0.288467	0.0554182	0.0586182	0.249953	0.5	0.750047	0.97207	0.977792
roe_ttm4	2024	1413280	0	94.8907	0	0	0	5.10925	94.8907	0.5	0.28841	0.0603729	0.0638624	0.249955	0.5	0.750045	0.95009	0.980869
roe_ttm4	2025	1419120	0	96.6796	0	0	0	3.32037	96.6796	0.5	0.288367	0.0638507	0.0666257	0.249956	0.5	0.750044	0.95008	0.982317
roe_ttm4	2026	467200	0	98.1149	0	0	0	1.88506	98.1149	0.5	0.288379	0.0645695	0.0663292	0.249956	0.5	0.750044	0.950088	0.98179
roa_ttm4	all	16083360	0.000671502	70.7805	0	0	0	29.2189	70.7811	0.5	0.288601	0	0.0456472	0.249941	0.5	0.750058	0.954545	1
roa_ttm4	2015	1424960	0.00757916	2.95194	0	0	0	97.0405	2.95952	0.5	0.290197	0	0.047619	0.248941	0.5	0.751059	0.96	1
roa_ttm4	2016	1424960	0	44.0526	0	0	0	55.9474	44.0526	0.5	0.288647	0.0145379	0.0279666	0.249926	0.5	0.750074	0.952012	0.968858
roa_ttm4	2017	1424960	0	64.8144	0	0	0	35.1856	64.8144	0.5	0.288613	0.0158568	0.0498842	0.249935	0.5	0.750065	0.951136	0.955101
roa_ttm4	2018	1419120	0	69.6831	0	0	0	30.3169	69.6831	0.5	0.288617	0.014377	0.0499012	0.249939	0.5	0.750061	0.95244	0.955142
roa_ttm4	2019	1424960	0	70.7069	0	0	0	29.2931	70.7069	0.5	0.288577	0.0215159	0.0392557	0.249939	0.5	0.750061	0.952524	0.957762
roa_ttm4	2020	1419120	0	73.636	0	0	0	26.364	73.636	0.5	0.288574	0.0361333	0.0397442	0.249941	0.5	0.750059	0.956011	0.960165
roa_ttm4	2021	1419120	0	78.9786	0	0	0	21.0214	78.9786	0.5	0.288599	0.0373466	0.0398845	0.249946	0.5	0.750054	0.959813	0.966413
roa_ttm4	2022	1413280	0	84.8957	0	0	0	15.1043	84.8957	0.5	0.288601	0.0375807	0.0428717	0.24995	0.5	0.75005	0.964772	0.96683
roa_ttm4	2023	1413280	0	91.0998	0	0	0	8.90022	91.0998	0.5	0.288586	0.0428846	0.0471611	0.249953	0.5	0.750047	0.966292	0.976815
roa_ttm4	2024	1413280	0	93.9903	0	0	0	6.00971	93.9903	0.5	0.288577	0.0452799	0.0488292	0.249954	0.5	0.750046	0.972485	0.976512
roa_ttm4	2025	1419120	0	95.7479	0	0	0	4.25214	95.7479	0.5	0.288588	0.0457441	0.0470355	0.249955	0.5	0.750045	0.950098	0.978481
roa_ttm4	2026	467200	0	97.1432	0	0	0	2.85681	97.1432	0.5	0.288602	0.0443016	0.045615	0.249956	0.5	0.750044	0.950176	0.977903
dy_ttm4	all	16083360	0.01703	63.3428	0	0	0	36.6402	63.3598	0.5	0.288244	0	0.0498753	0.249943	0.5	0.750061	0.925696	0.93696
dy_ttm4	2015	1424960	0.0167022	34.3588	0	0	0	65.6245	34.3755	0.5	0.288346	0	0.0497648	0.249882	0.5	0.750125	0.928505	0.93402
dy_ttm4	2016	1424960	0.0171233	39.542	0	0	0	60.4409	39.5591	0.5	0.288242	0	0.0497908	0.24989	0.5	0.750114	0.922482	0.926585
dy_ttm4	2017	1424960	0.0169128	45.0074	0	0	0	54.9757	45.0243	0.5	0.288324	0	0.0498531	0.249911	0.5	0.750094	0.927885	0.931203
dy_ttm4	2018	1419120	0.0171233	51.8828	0	0	0	48.1001	51.8999	0.5	0.288335	0	0.0498223	0.249911	0.5	0.750085	0.92866	0.933298
dy_ttm4	2019	1424960	0.0171233	56.0983	0	0	0	43.8846	56.1154	0.5	0.288316	0	0.0498132	0.249925	0.5	0.750075	0.93072	0.934153
dy_ttm4	2020	1419120	0.0171233	59.5074	0	0	0	40.4755	59.5245	0.5	0.288089	0	0.0498619	0.249931	0.5	0.75	0.917759	0.923561
dy_ttm4	2021	1419120	0.0171233	66.5684	0	0	0	33.4145	66.5855	0.5	0.288173	0	0.049891	0.249931	0.5	0.750068	0.922092	0.925331
dy_ttm4	2022	1413280	0.0171233	74.8906	0	0	0	25.0923	74.9077	0.5	0.288234	0	0.0499029	0.249945	0.5	0.750055	0.924565	0.932108
dy_ttm4	2023	1413280	0.0166987	81.9356	0	0	0	18.0477	81.9523	0.5	0.288207	0	0.0499017	0.249949	0.5	0.750051	0.923835	0.926046
dy_ttm4	2024	1413280	0.0171233	87.557	0	0	0	12.4258	87.5742	0.5	0.288345	0	0.0499064	0.249952	0.5	0.75005	0.931433	0.93696
dy_ttm4	2025	1419120	0.0171233	90.6376	0	0	0	9.34523	90.6548	0.5	0.288214	0	0.0499241	0.249953	0.5	0.750047	0.925672	0.930359
dy_ttm4	2026	467200	0.0171233	91.6849	0	0	0	8.29795	91.7021	0.5	0.288102	0	0.0498879	0.249953	0.5	0.750047	0.919189	0.920355
pool	all	16083360	98.6306	1.36937	0	0	0	0	100	0.0136937	0.116216	0	0	0	0	0	0	1
pool	2015	1424960	98.6357	1.36425	0	0	0	0	100	0.0136425	0.116002	0	0	0	0	0	0	1
pool	2016	1424960	98.6301	1.36986	0	0	0	0	100	0.0136986	0.116237	0	0	0	0	0	0	1
pool	2017	1424960	98.6301	1.36986	0	0	0	0	100	0.0136986	0.116237	0	0	0	0	0	0	1
pool	2018	1419120	98.6301	1.36986	0	0	0	0	100	0.0136986	0.116237	0	0	0	0	0	0	1
pool	2019	1424960	98.6301	1.36986	0	0	0	0	100	0.0136986	0.116237	0	0	0	0	0	0	1
pool	2020	1419120	98.6301	1.36986	0	0	0	0	100	0.0136986	0.116237	0	0	0	0	0	0	1
pool	2021	1419120	98.6301	1.36986	0	0	0	0	100	0.0136986	0.116237	0	0	0	0	0	0	1
pool	2022	1413280	98.6301	1.36986	0	0	0	0	100	0.0136986	0.116237	0	0	0	0	0	0	1
pool	2023	1413280	98.6301	1.36986	0	0	0	0	100	0.0136986	0.116237	0	0	0	0	0	0	1
pool	2024	1413280	98.6301	1.36986	0	0	0	0	100	0.0136986	0.116237	0	0	0	0	0	0	1
pool	2025	1419120	98.6301	1.36986	0	0	0	0	100	0.0136986	0.116237	0	0	0	0	0	0	1
pool	2026	467200	98.6301	1.36986	0	0	0	0	100	0.0136986	0.116237	0	0	0	0	0	0	1
